,fdc_id,description,food_category_id,protein,fat,carbs,calories
0,167512,"pillsbury golden layer buttermilk biscuits, dough",18,5.88,13.24,41.18,307.0
1,167513,"pillsbury, cinnamon rolls with icing, dough",18,4.34,11.27,53.42,330.0
2,167514,"kraft, shake n bake, coating for pork, dry",18,6.1,3.7,79.8,377.0
3,167515,thomas english muffins,18,8.0,1.8,46.0,232.0
4,167516,"waffles, buttermilk",18,6.58,9.22,41.05,273.0
5,167517,"waffle, buttermilk, toasted",18,7.42,9.49,48.39,309.0
6,167518,"waffle, buttermilk, microwaved",18,6.92,9.4,44.16,289.0
7,167519,"waffle, plain, microwave",18,6.71,9.91,45.41,298.0
8,167520,"pie crust, cookie, graham cracker, crust",18,5.1,24.83,64.3,501.0
9,167521,"pie crust, cookie, chocolate, crust",18,6.08,22.42,64.48,484.0
10,167522,"pie, dutch apple",18,2.17,11.5,44.54,290.0
11,167523,"pie crust, deep dish, unbaked, with flour",18,5.52,28.74,46.79,468.0
12,167524,"waffles, chocolate chip",18,5.8,10.1,45.68,297.0
13,167525,"tostada shells, corn",18,6.15,23.38,64.43,474.0
14,167526,"bread, salvadoran sweet cheese (quesadilla salvadorena)",18,7.12,17.12,47.84,374.0
15,167527,"bread, pound cake, pan de torta salvadoran",18,7.06,17.45,51.29,390.0
16,167528,"pastry, pastelitos de guava (guava pastries)",18,5.48,18.5,47.76,379.0
17,167529,"crackers, snack, goya crackers",18,14.25,13.35,64.35,433.0
18,167530,"crackers, cream, gamesa sabrosas",18,7.01,20.37,64.55,484.0
19,167531,"crackers, cream, la moderna rikis cream crackers",18,7.19,19.5,64.88,464.0
20,167532,"bread, white wheat",18,10.66,2.15,43.91,238.0
21,167533,"bagels, wheat",18,10.2,1.53,48.89,250.0
22,167534,"cream puff, eclair, custard cream filled, iced",18,4.41,18.52,37.43,334.0
23,167535,"tortillas, bake -fry, flour, shelf stable",18,8.01,7.58,49.27,297.0
24,167536,"beef jerky, chopped and formed",23,33.2,25.6,11.0,410.0
25,167537,"corn-based, extruded, chips, plain",23,6.17,33.36,57.27,539.0
26,167538,"corn-based, extruded, chips, barbecue",23,7.0,32.7,56.2,523.0
27,167539,"corn-based, extruded, cones, plain",23,5.8,26.9,62.9,510.0
28,167540,"fruit leather, pieces",19,1.0,2.68,82.82,359.0
29,167541,"fruit leather, rolls",19,0.1,3.0,85.8,371.0
30,167542,"granola bars, hard, plain",23,10.1,19.8,64.4,471.0
31,167543,"granola bars, hard, almond",23,7.7,25.5,62.0,495.0
32,167544,"granola bars, soft, uncoated, raisin",23,7.6,17.8,66.4,448.0
33,167545,"granola bars, soft, coated, milk chocolate coating, chocolate chip",23,5.8,24.9,63.8,466.0
34,167546,"honey-combed, with peanut butter",19,8.72,20.18,67.41,473.0
35,167547,"granola bars, soft, coated, milk chocolate coating, peanut butter",23,10.2,31.1,53.4,508.0
36,167548,"granola bars, soft, uncoated, peanut butter and chocolate chip",23,9.8,20.0,62.2,432.0
37,167549,"popcorn, oil-popped, microwave, no trans fat",23,7.29,43.55,45.06,583.0
38,167550,"popcorn, cakes",23,9.7,3.1,80.1,384.0
39,167551,"popcorn, caramel-coated, with peanuts",23,6.4,7.8,80.7,400.0
40,167552,"popcorn, caramel-coated, peanuts",23,3.8,12.8,79.1,431.0
41,167553,"potato chips, dried potatoes, reduced fat",23,4.56,26.14,64.76,502.0
42,167554,"potato chips, dried potatoes, sour-cream and onion",23,6.6,37.0,51.3,547.0
43,167555,"pretzels, hard, plain, salted",23,10.04,2.93,80.39,384.0
44,167556,"pretzels, hard, confectioner's coating, chocolate",23,7.5,16.7,70.9,457.0
45,167557,"rice cakes, brown rice, sesame seed",23,7.6,3.8,81.5,392.0
46,167558,"tortilla chips, plain, white corn, salted",23,7.1,20.68,67.78,472.0
47,167559,"tortilla chips, nacho cheese",23,7.36,27.42,60.81,519.0
48,167560,"tortilla chips, ranch",23,7.19,24.63,62.74,501.0
49,167561,trail mix,23,13.8,29.4,44.9,462.0
50,167562,almond joy candy bar,19,4.13,26.93,59.51,479.0
51,167563,twizzlers cherry bites,19,2.97,1.7,79.38,338.0
52,167564,"nestle, bit-o'-honey candy chews",19,2.0,7.5,80.89,388.0
53,167565,"nestle, butterfinger bar",19,5.4,18.9,72.9,459.0
54,167566,"caramels, chocolate- roll",19,1.59,3.31,87.73,387.0
55,167567,"baking chocolate, unsweetened, liquid",19,12.1,47.7,36.2,472.0
56,167568,"baking chocolate, unsweetened, squares",19,14.32,52.31,28.42,642.0
57,167569,"confectioner's coating, yogurt",19,5.87,27.0,63.94,522.0
58,167570,"confectioner's coating, peanut butter",19,18.3,29.8,46.88,529.0
59,167571,white chocolate,19,5.87,32.09,59.24,539.0
60,167572,"ice creams, vanilla, light",19,4.78,4.83,29.46,180.0
61,167573,"ice creams, vanilla, rich",19,3.5,16.2,22.29,249.0
62,167574,"desserts, flan, caramel custard",19,4.53,4.03,22.78,145.0
63,167575,"ice creams, vanilla",19,3.5,11.0,23.6,207.0
64,167576,"ice creams, vanilla, light, soft-serve",19,4.9,2.6,21.8,126.0
65,167577,"sherbet, orange",19,1.1,2.0,30.4,144.0
66,167578,"fudge, peanut butter",19,3.78,6.59,77.75,387.0
67,167579,"fudge, vanilla",19,1.05,5.45,82.15,383.0
68,167580,"fudge, vanilla with nuts",19,3.0,13.69,74.61,435.0
69,167581,"nestle, goobers chocolate covered peanuts",19,9.7,34.0,53.0,512.0
70,167582,"nestle, baby ruth bar",19,5.4,21.6,64.8,475.0
71,167583,twizzlers strawberry twists candy,19,2.56,2.32,79.16,348.0
72,167584,"syrups, blends, pancake, with butter",19,0.0,0.09,72.43,291.0
73,167585,"ice creams, chocolate, light",19,5.0,7.19,25.7,187.0
74,167586,"nestle, chunky bar",19,7.5,27.5,60.4,519.0
75,167587,milk chocolate,19,7.65,29.66,59.4,535.0
76,167588,"puddings, banana, dry mix, with 2% milk",19,2.76,1.7,19.74,105.0
77,167590,"andrea's, gluten free soft roll",18,5.65,8.2,40.24,257.0
78,167591,"crunchmaster, multi-grain crisps, snack crackers, gluten-free",18,10.91,15.92,67.18,456.0
79,167592,"glutino, gluten free cookies, chocolate vanilla creme",18,2.19,17.89,76.03,474.0
80,167593,"glutino, gluten free cookies, vanilla creme",18,2.19,18.79,77.34,487.0
81,167594,"pepperidge farm, goldfish, baked snack crackers",18,9.42,18.42,65.81,467.0
82,167595,"pepperidge farm, goldfish, baked snack crackers, parmesan",18,11.16,17.29,64.7,459.0
83,167596,"pepperidge farm, goldfish, baked snack crackers, pizza",18,9.67,18.93,65.11,469.0
84,167597,"rudi's, gluten-free bakery, sandwich bread",18,3.13,10.7,52.83,320.0
85,167598,"udi's, gluten free, soft & delicious white sandwich bread",18,5.4,8.02,51.15,298.0
86,167599,"udi's, gluten free, soft & hearty grain bread",18,7.25,9.34,49.09,309.0
87,167600,"udi's, gluten free, grain rolls",18,11.8,11.6,44.29,329.0
88,167601,"van's, gluten free, totally pancakes",18,3.31,4.55,40.32,215.0
89,167602,"seaweed, canadian cultivated emi-tsunomata, dry",11,15.34,1.39,46.24,259.0
90,167603,"seaweed, canadian cultivated emi-tsunomata, rehydrated",11,1.86,0.17,5.62,31.0
91,167604,"potatoes, hash brown",11,1.75,0.08,19.16,84.0
92,167605,"potatoes, hash brown, pan-fried in canola oil",11,3.24,10.3,33.99,242.0
93,167606,"sweet potatoes, french fried, as packaged, salt in processing",11,2.16,8.92,35.58,182.0
94,167607,"moose, meat,",24,22.3,1.5,0.0,103.0
95,167608,"mashu roots,",24,5.8,2.4,22.6,135.0
96,167609,"moose, liver, braised",24,24.38,4.89,3.43,155.0
97,167610,"seal, bearded (oogruk), meat,",24,26.7,0.4,0.0,110.0
98,167611,"oil, bearded seal (oogruk)",24,0.56,99.6,0.0,899.0
99,167612,"oopah (tunicate), animal",24,11.7,2.2,0.0,67.0
100,167613,"owl, horned, flesh,",24,22.7,5.0,0.0,136.0
101,167614,"fish, salmon, king, chinook, smoked and canned",24,23.2,5.9,0.0,150.0
102,167615,"fish, salmon, king, chinook, smoked, brined",24,39.9,30.0,0.0,430.0
103,167616,"fish, salmon, king, chinook, liver",24,16.6,8.0,4.3,156.0
104,167617,"duck, scoter, white-winged, meat",24,20.2,0.4,0.0,84.0
105,167618,"sea cucumber, yane",24,13.0,0.4,0.0,56.0
106,167619,"squirrel, ground, meat",24,19.3,3.8,0.0,111.0
107,167620,"tea, tundra, herb and laborador combination",24,0.0,0.0,0.2,1.0
108,167621,"walrus, meat, dried",24,57.0,2.6,0.0,251.0
109,167622,"deer (venison), sitka,",24,21.5,2.66,0.0,116.0
110,167623,"whale, bowhead, subcutaneous fat (blubber)",24,0.4,96.5,0.0,870.0
111,167624,"whale, bowhead, skin and subcutaneous fat (muktuk)",24,12.6,46.1,0.0,465.0
112,167625,"oil, whale, bowhead",24,0.0,100.0,0.0,900.0
113,167626,"fish, whitefish, broad, liver",24,11.0,4.4,5.1,104.0
114,167627,"mush, blue corn with ash (navajo)",24,0.66,0.49,11.74,54.0
115,167628,"cornmeal, blue (navajo)",24,10.4,5.44,76.93,398.0
116,167629,"melon, banana (navajo)",24,0.84,0.2,4.06,21.0
117,167630,chilchen (red berry beverage) (navajo),24,0.81,0.63,8.68,44.0
118,167631,"corn, dried (navajo)",24,9.88,5.22,74.93,386.0
119,167632,"squash, indian, boiled (navajo)",24,0.31,0.15,3.22,16.0
120,167633,"bread, kneel down (navajo)",24,4.29,2.21,39.47,195.0
121,167634,"mutton, roasted (navajo)",24,33.43,11.09,0.08,234.0
122,167635,"frybread, with lard (navajo)",24,6.69,12.22,48.26,330.0
123,167636,tamales (navajo),24,6.28,6.12,18.12,153.0
124,167637,"stew, steamed corn (navajo)",24,8.82,3.75,10.8,112.0
125,167638,"fish, halibut, with skin",24,20.53,2.92,1.81,116.0
126,167639,"fish, salmon, coho (silver),",24,22.56,5.57,0.0,140.0
127,167640,"blueberries, wild,",24,1.22,0.76,12.31,61.0
128,167641,"oil, spotted seal",24,0.0,99.32,0.0,894.0
129,167642,"fish, salmon, red, canned, bones removed",24,27.31,5.76,0.0,161.0
130,167643,"fish, whitefish, eggs",24,14.66,2.88,4.89,104.0
131,167644,"caribou, rump meat, half dried",24,52.06,5.23,0.0,255.0
132,167645,"fish, salmon, red, (sockeye), canned, smoked",24,35.19,7.26,0.0,206.0
133,167646,"fish, salmon, red, (sockeye), kippered",24,24.5,4.75,0.0,141.0
134,167647,"fish, salmon, king, with skin, kippered,",24,23.19,12.95,0.0,209.0
135,167648,"fish, sheefish,",24,22.25,2.84,0.0,115.0
136,167649,"buffalo, free range, top round steak, (shoshone bannock)",24,21.44,1.3,0.0,97.0
137,167650,"seal, bearded (oogruk), meat, dried",24,62.38,2.31,0.0,270.0
138,167652,"elk, free range, roast, eye of round, (shoshone bannock)",24,19.74,2.1,0.0,98.0
139,167653,"corn, dried, yellow (northern plains indians)",24,14.48,10.64,66.27,419.0
140,167654,"smelt, dried",24,56.19,17.9,0.0,386.0
141,167655,"frybread, with lard (apache)",24,8.38,10.14,46.01,309.0
142,167656,corned beef and potatoes in tortilla (apache),24,7.91,8.31,29.35,224.0
143,167657,"on the border, soft taco with ground beef, cheese and lettuce",25,13.19,11.05,19.28,229.0
144,167658,"restaurant, mexican, soft taco with ground beef, cheese and lettuce",25,12.56,10.81,17.92,219.0
145,167659,"restaurant, latino, chicken and rice, entree",25,12.02,5.06,20.03,174.0
146,167660,"restaurant, latino, empanadas, beef",25,11.31,18.37,31.19,335.0
147,167661,"restaurant, latino, pupusas con frijoles (pupusas, bean)",25,5.59,9.01,31.49,229.0
148,167662,"restaurant, latino, pupusas con queso (pupusas, cheese)",25,11.72,13.25,22.39,256.0
149,167663,"restaurant, latino, pupusas del cerdo (pupusas, pork)",25,11.51,10.43,23.02,232.0
150,167664,"restaurant, latino, tamale, corn",25,3.48,7.21,26.68,186.0
151,167665,"restaurant, mexican, spanish rice",25,3.28,5.29,31.16,185.0
152,167666,"restaurant, mexican, refried beans",25,6.91,6.77,16.79,156.0
153,167667,"restaurant, chinese, egg rolls, assorted",25,8.28,11.94,27.29,250.0
154,167668,"restaurant, chinese, fried rice, meat",25,4.05,2.96,32.79,174.0
155,167669,"cracker barrel, steak fries",25,3.26,13.18,30.87,255.0
156,167670,"cracker barrel, grilled sirloin steak",25,31.52,8.52,0.0,203.0
157,167671,"cracker barrel, macaroni n' cheese, kid's menu",25,6.46,11.51,15.58,192.0
158,167672,"denny's, french fries",25,3.41,14.13,35.2,282.0
159,167673,"denny's, top sirloin steak",25,28.9,7.34,0.14,182.0
160,167674,"restaurant, chinese, lemon chicken",25,11.87,13.55,20.61,252.0
161,167675,"restaurant, chinese, general tso's chicken",25,12.9,16.36,23.99,295.0
162,167676,"restaurant, chinese, kung pao chicken",25,9.76,6.98,6.87,129.0
163,167677,"restaurant, chinese, vegetable lo mein, meat",25,4.77,2.35,20.16,121.0
164,167678,"restaurant, chinese, chicken and",25,8.18,4.56,5.38,95.0
165,167679,"restaurant, chinese, orange chicken",25,14.46,12.68,22.46,262.0
166,167680,"restaurant, italian, spaghetti with meat sauce",25,5.79,3.59,16.4,121.0
167,167681,"fruit-flavored drink, dry powdered mix, low calorie, with aspartame",14,0.45,0.04,87.38,218.0
168,167682,"pectin, liquid",19,0.0,0.0,2.1,11.0
169,167683,"novelties, ice cream, vanilla ice cream, light, no sugar, chocolate coated",19,6.4,10.1,26.11,221.0
170,167684,"creamy dressing, with sour cream and/ buttermilk and oil, reduced calorie",4,1.5,14.0,7.0,160.0
171,167685,"bologna, beef and pork, low fat",7,11.5,19.3,2.6,230.0
172,167686,"milk dessert, milk-fat free, chocolate",19,4.3,1.0,37.7,167.0
173,167687,"whipped topping, low fat",1,3.0,13.1,23.6,224.0
174,167688,"cream substitute, powdered, light",1,1.9,15.7,73.4,431.0
175,167689,"mars, m&m's peanut butter chocolate",19,10.16,29.32,56.89,529.0
176,167691,"vegetable oil-butter spread, reduced calorie",4,0.0,53.0,0.0,465.0
177,167692,"salad dressing, blue roquefort cheese dressing, light",4,2.1,2.7,13.2,86.0
178,167693,"salad dressing, french dressing, reduced calorie",4,0.4,13.0,27.0,227.0
179,167694,"sausage, turkey and pork, bulk, patty link",7,22.7,23.0,0.7,307.0
180,167695,"mayonnaise, with tofu",4,5.95,31.79,3.06,322.0
181,167696,"frankfurter, beef, low fat",7,12.0,9.5,1.6,140.0
182,167697,"milk, buttermilk, fluid, cultured, reduced fat",1,4.1,2.0,5.3,56.0
183,167698,"pork sausage rice links, brown and serve",7,13.7,37.63,2.36,407.0
184,167699,"salad dressing, blue roquefort cheese dressing, fat-free",4,1.52,1.01,25.6,115.0
185,167700,"salad dressing, mayonnaise-like, fat-free",4,0.2,2.7,15.5,84.0
186,167701,"mars, milky way midnight bar",19,3.2,17.5,71.22,443.0
187,167702,"oil, flaxseed, cold pressed",4,0.11,99.98,0.0,884.0
188,167703,"cheese, cottage, lowfat, 1% milkfat, lactose reduced",1,12.4,1.0,3.2,74.0
189,167704,"salad dressing, bacon and tomato",4,1.8,35.0,2.0,326.0
190,167705,"cheese, parmesan, low sodium",1,41.6,29.99,3.7,451.0
191,167706,"jams, preserves, marmalade, reduced sugar",19,0.0,0.1,37.6,151.0
192,167707,"fruit-flavored drink, powder, with high c with other vitamins, low calorie",14,0.25,0.16,91.0,227.0
193,167708,"tomato and vegetable juice, low sodium",11,0.6,0.1,4.59,22.0
194,167709,"turkey, wing, smoked, with skin, bone removed",5,27.4,12.41,0.0,221.0
195,167710,"turkey, drumstick, smoked, with skin, bone removed",5,27.9,9.8,0.0,200.0
196,167711,"chocolate-flavored drink, whey and milk based",14,0.64,0.4,10.68,49.0
197,167712,"pork, cured, bacon, broiled, pan-fried roasted, reduced sodium",10,37.04,41.78,1.43,541.0
198,167713,"turkey, light dark meat, smoked, skin and bone removed",5,29.3,5.0,0.0,162.0
199,167714,hearts of palm,11,2.7,0.2,25.61,115.0
200,167715,"post, shredded wheat n' bran, spoon-size",8,10.93,2.06,80.65,339.0
201,167716,"cheese, cottage, lowfat, 1% milkfat, with",1,10.9,1.0,3.0,67.0
202,167717,yeast extract spread,11,23.88,0.9,20.42,185.0
203,167719,"chicken, meatless, breaded, fried",16,21.28,12.77,8.51,234.0
204,167721,"novelties, juice, juice with cream",19,1.41,1.41,24.11,115.0
205,167722,tofu yogurt,16,3.5,1.8,15.96,94.0
206,167723,"alcoholic beverage, rice (sake)",14,0.5,0.0,5.0,134.0
207,167724,"millet, puffed",8,13.0,3.4,80.0,354.0
208,167725,"oat bran flakes, health valley",8,10.0,3.0,78.0,380.0
209,167727,"abbott, ensure plus, drink",14,5.16,4.52,19.88,141.0
210,167730,"milk, imitation, non-soy",1,1.6,2.0,5.3,46.0
211,167734,"breakfast bar, corn flake crust with fruit",23,4.4,7.5,72.8,376.0
212,167735,"cheese, mozzarella, low sodium",1,27.5,17.1,3.1,280.0
213,167736,"mayonnaise dressing, no cholesterol",4,0.0,77.8,0.3,688.0
214,167737,"oil, corn, peanut, and olive",4,0.0,100.0,0.0,884.0
215,167738,"pie fillings, blueberry, canned",19,0.41,0.2,44.38,181.0
216,167739,"cocktail mix, non-alcoholic, concentrated",14,0.08,0.01,71.6,287.0
217,167740,"puddings, chocolate, low calorie, dry mix",19,10.08,3.0,74.42,365.0
218,167741,"puddings, except chocolate, low calorie, dry mix",19,1.6,0.1,86.04,351.0
219,167742,"mollusks, scallop, (bay and sea), steamed",15,20.54,0.84,5.41,111.0
220,167743,"syrup, cane",19,0.0,0.0,73.14,269.0
221,167744,"mollusks, snail",15,16.1,1.4,2.0,90.0
222,167745,"turtle, green",15,19.8,0.5,0.0,89.0
223,167746,"lemons, peel",9,1.1,0.3,9.32,29.0
224,167747,lemon juice,9,0.35,0.24,6.9,22.0
225,167748,"lemon juice concentrate, canned",9,0.45,0.07,5.62,17.0
226,167749,lemon peel,9,1.5,0.3,16.0,47.0
227,167750,prickly pears,9,0.73,0.51,9.57,41.0
228,167751,"plums, dried (prunes), stewed, sugar",9,0.96,0.16,28.08,107.0
229,167752,"plums, dried (prunes), stewed, with sugar",9,1.09,0.22,32.88,124.0
230,167753,"prune juice, canned",9,0.61,0.03,17.45,71.0
231,167754,pummelo,9,0.76,0.04,9.62,38.0
232,167755,raspberries,9,1.2,0.65,11.94,52.0
233,167756,"raspberries, canned, red, heavy syrup, and liquids",9,0.83,0.12,23.36,91.0
234,167757,"raspberries, red, sweetened",9,0.7,0.16,26.16,103.0
235,167758,rhubarb,9,0.9,0.2,4.54,21.0
236,167759,sapodilla,9,0.44,1.1,19.96,83.0
237,167760,"sapote, mamey",9,1.45,0.46,32.1,124.0
238,167761,soursop,9,1.0,0.3,16.84,66.0
239,167762,strawberries,9,0.67,0.3,7.68,32.0
240,167763,tamarinds,9,2.8,0.6,62.5,239.0
241,167764,"fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, and liquids",9,0.41,0.1,22.36,86.0
242,167765,watermelon,9,0.61,0.15,7.55,30.0
243,167766,"maraschino cherries, canned, drained",9,0.22,0.21,41.97,165.0
244,167767,"pineapple, canned, juice, drained",9,0.51,0.11,15.56,60.0
245,167768,"apricots, canned, heavy syrup, drained",9,0.64,0.11,21.31,83.0
246,167769,"cherries, sour, canned, water, drained",9,0.69,0.21,10.45,42.0
247,167770,"cherries, sweet, canned, pitted, heavy syrup, drained",9,0.73,0.21,21.07,83.0
248,167771,"apple juice, canned, unsweetened, with acid",9,0.1,0.13,11.3,46.0
249,167772,"applesauce, canned, unsweetened, with acid",9,0.17,0.1,11.27,42.0
250,167773,"applesauce, canned, sweetened, with salt",9,0.18,0.18,19.91,76.0
251,167774,"grapefruit juice, pink",9,0.5,0.1,9.2,39.0
252,167775,"apple juice, concentrate, unsweetened, diluted with 3 water, with acid",9,0.14,0.1,11.54,47.0
253,167776,"pears, bartlett",9,0.39,0.16,15.01,63.0
254,167777,"pears, red anjou",9,0.33,0.14,14.94,62.0
255,167778,"pears, bosc",9,0.36,0.09,16.1,67.0
256,167779,"pears, green anjou",9,0.44,0.1,15.79,66.0
257,167780,prune puree,9,2.1,0.2,65.1,257.0
258,167781,candied fruit,9,0.34,0.07,82.74,322.0
259,167782,abiyuch,9,1.5,0.1,17.6,69.0
260,167783,rowal,9,2.3,2.0,23.9,111.0
261,167784,"guava nectar, canned, with acid",9,0.09,0.06,16.25,63.0
262,167785,"mango nectar, canned",9,0.11,0.06,13.12,51.0
263,167786,"tamarind nectar, canned",9,0.09,0.12,14.73,57.0
264,167787,pomegranate juice,9,0.15,0.29,13.13,54.0
265,167788,"nance, canned, syrup, drained",9,0.56,1.28,22.79,95.0
266,167789,"nance, unsweetened",9,0.66,1.16,16.97,73.0
267,167790,"naranjilla (lulo) pulp, unsweetened",9,0.44,0.22,5.9,25.0
268,167791,horned melon (kiwano),9,1.78,1.26,7.56,44.0
269,167792,orange pineapple juice blend,9,0.41,0.08,12.2,51.0
270,167793,"apples, fuji, with skin",9,0.2,0.18,15.22,63.0
271,167794,"orange juice, chilled, concentrate",9,0.68,0.12,11.54,49.0
272,167795,"fruit juice smoothie, naked juice, mighty mango",9,0.42,0.0,15.0,63.0
273,167796,"fruit juice smoothie, naked juice, green machine",9,0.6,0.26,12.53,53.0
274,167797,"fruit juice smoothie, bolthouse farms, berry boost",9,0.63,0.02,10.9,46.0
275,167798,"fruit juice smoothie, bolthouse farms, green goodness",9,0.63,0.33,13.04,56.0
276,167799,"fruit juice smoothie, bolthouse farms, strawberry banana",9,0.44,0.3,12.37,52.0
277,167800,"apple juice, canned, unsweetened, with acid, and potassium",9,0.12,0.17,11.49,48.0
278,167801,"lemon juice concentrate, concord",9,0.4,0.07,5.37,24.0
279,167802,"lemon juice concentrate, real lemon",9,0.47,0.07,5.66,17.0
280,167803,"cranberry sauce, canned, ocean spray",9,0.75,0.05,40.4,158.0
281,167804,"cranberry sauce, jellied, canned, ocean spray",9,1.05,0.04,40.61,160.0
282,167805,"ruby red grapefruit juice blend (grapefruit, grape, apple), ocean spray",9,0.5,0.1,10.53,44.0
283,167806,baobab powder,9,3.69,0.47,79.65,250.0
284,167807,"cherry juice, tart",9,0.31,0.54,13.7,59.0
285,167808,"raspberries, puree, seedless",9,1.02,0.87,7.99,41.0
286,167809,"raspberries, puree, with seeds",9,1.1,0.97,11.51,55.0
287,167810,"pork, of leg, loin, shoulder, and spareribs, and fat",10,18.22,14.79,0.0,211.0
288,167811,"pork, backfat",10,2.92,88.69,0.0,812.0
289,167812,"pork, belly",10,9.34,53.01,0.0,518.0
290,167813,"pork, fat",10,9.25,65.7,0.0,632.0
291,167814,"pork, leg (ham), rump half, and fat",10,20.27,10.63,0.0,182.0
292,167815,"pork, leg (ham), rump half, and fat, roasted",10,27.03,10.32,0.0,209.0
293,167816,"pork, leg (ham), rump half",10,21.81,2.93,0.0,120.0
294,167817,"pork, leg (ham), rump half, roasted",10,28.86,4.62,0.0,165.0
295,167818,"pork, loin, and fat",10,19.74,12.58,0.0,198.0
296,167819,"pork, loin, and fat, braised",10,27.23,13.62,0.0,239.0
297,167820,"pork, loin, and fat, broiled",10,27.32,13.92,0.0,242.0
298,167821,"pork, loin, and fat, roasted",10,27.09,14.65,0.0,248.0
299,167822,"pork, loin, (chops roasts), bone-in, and fat",10,19.56,12.27,0.0,194.0
300,167823,"pork, loin, (chops), bone-in, and fat, braised",10,26.54,15.71,0.0,255.0
301,167824,"pork, loin, (chops), bone-in, and fat, broiled",10,23.72,14.35,0.0,231.0
302,167825,"pork, loin, (roasts), bone-in, and fat, roasted",10,24.29,16.71,0.0,254.0
303,167826,"pork, loin, center loin (chops), bone-in, and fat, braised",10,28.21,13.51,0.0,242.0
304,167827,"pork, loin, center loin (chops), bone-in, and fat, broiled",10,25.61,11.06,0.0,209.0
305,167828,"pork, loin, center loin (roasts), bone-in, and fat, roasted",10,27.01,12.8,0.0,231.0
306,167829,"pork, loin, center loin (chops), bone-in",10,21.99,3.71,0.0,127.0
307,167830,"pork, loin, center rib (chops), bone-in, and fat, braised",10,26.66,16.28,0.0,261.0
308,167831,"pork, loin, center rib (chops), bone-in, and fat, broiled",10,24.42,13.04,0.0,222.0
309,167832,"pork, loin, center rib (roasts), bone-in, and fat, roasted",10,26.99,14.68,0.0,248.0
310,167833,"pork, loin, center rib (chops roasts), bone-in",10,21.79,4.8,0.0,136.0
311,167834,"pork, loin, sirloin (chops), bone-in, and fat, braised",10,28.81,12.31,0.0,234.0
312,167835,"pork, loin, sirloin (chops), bone-in, and fat, broiled",10,26.96,11.82,0.0,222.0
313,167836,"pork, loin, sirloin (roasts), bone-in, and fat, roasted",10,26.64,12.87,0.0,230.0
314,167837,"pork, loin, sirloin (chops roasts), bone-in",10,21.65,4.02,0.0,129.0
315,167838,"pork, loin, sirloin (chops), bone-in, braised",10,31.0,6.9,0.0,195.0
316,167839,"pork, loin, top loin (chops), boneless, and fat",10,21.55,6.94,0.0,155.0
317,167840,"pork, loin, top loin (chops), boneless, and fat, braised",10,29.2,8.31,0.0,200.0
318,167841,"pork, loin, top loin (chops), boneless, and fat, broiled",10,26.62,9.14,0.0,196.0
319,167842,"pork, loin, top loin (roasts), boneless, and fat, roasted",10,26.45,8.82,0.0,192.0
320,167843,"pork, shoulder, and fat",10,17.18,17.99,0.0,236.0
321,167844,"pork, shoulder, and fat, roasted",10,23.28,21.39,0.0,292.0
322,167845,"pork, shoulder",10,19.55,7.14,0.0,148.0
323,167846,"pork, shoulder, roasted",10,25.33,13.54,0.0,230.0
324,167847,"pork, shoulder, arm picnic, braised",10,26.76,8.87,0.0,194.0
325,167848,"pork, shoulder, arm picnic, roasted",10,26.68,12.62,0.0,228.0
326,167849,"pork, shoulder, (boston butt), (steaks), and fat",10,17.42,12.36,0.0,186.0
327,167850,"pork, shoulder, (boston butt), (steaks), and fat, braised",10,25.07,17.69,0.0,267.0
328,167851,"pork, shoulder, boston (steaks), and fat, broiled",10,25.58,16.61,0.0,259.0
329,167852,"pork, shoulder, boston (roasts), roasted",10,24.21,14.3,0.0,232.0
330,167853,"pork, spareribs, and fat",10,15.47,23.4,0.0,277.0
331,167854,"pork, spareribs, and fat, braised",10,29.06,30.3,0.0,397.0
332,167855,"pork, of (leg, loin, and shoulder)",10,27.51,9.21,0.0,201.0
333,167856,"pork, chitterlings, simmered",10,12.49,20.32,0.0,233.0
334,167857,"pork, ears",10,22.45,15.1,0.6,234.0
335,167858,"pork, ears, simmered",10,15.95,10.8,0.2,166.0
336,167859,"pork, feet",10,23.16,12.59,0.0,212.0
337,167860,"pork, kidneys, braised",10,25.4,4.7,0.0,151.0
338,167861,"pork, leaf fat",10,1.76,94.16,0.0,857.0
339,167862,"pork, liver",10,21.39,3.65,2.47,134.0
340,167863,"pork, liver, braised",10,26.02,4.4,3.76,165.0
341,167864,"pork, lungs",10,14.08,2.72,0.0,85.0
342,167865,"pork, spleen",10,17.86,2.59,0.0,100.0
343,167866,"pork, spleen, braised",10,28.2,3.2,0.0,149.0
344,167867,"pork, stomach",10,16.85,10.14,0.0,159.0
345,167868,"pork, loin, (chops), bone-in, pan-fried",10,26.38,12.14,0.0,222.0
346,167869,canadian bacon,10,20.31,2.62,1.34,110.0
347,167870,"pork, cured, feet, pickled",10,11.63,10.02,0.01,140.0
348,167871,"pork, cured, ham, boneless, (approximately 5% fat), roasted",10,20.93,5.53,1.5,145.0
349,167872,"pork, cured, ham, boneless, (approximately 11% fat), roasted",10,22.62,9.02,0.0,178.0
350,167873,"pork, cured, ham, patties",10,12.78,28.19,1.69,315.0
351,167874,"pork, cured, ham, steak, boneless",10,19.56,4.25,0.0,122.0
352,167875,"pork, cured, ham, and fat",10,18.49,18.52,0.06,246.0
