,words,fdc_id,weight
10776,vegetable,169860,1.5
10777,oil,169860,1.5
10778,spread,169860,1.5
10779,stick,169860,1.5
10780,tub,169860,1.5
10781,sweetened,169860,1.5
10782,popcorn,169861,0.5
10783,oil,169861,0.5
10784,popped,169861,0.5
10785,unsalted,169861,0.5
10786,post,169862,0.5
10787,great,169862,0.5
10788,grains,169862,0.5
10789,crunchy,169862,0.5
10790,pecan,169862,0.5
10791,cereal,169862,0.5
10792,granola,169863,0.5
10793,bar,169863,0.5
10794,coconut,169863,0.5
10795,chocolate,169863,0.5
10796,coated,169863,0.5
10797,frankfurter,169866,0.5
10798,meat,169866,0.5
10799,poultry,169866,0.5
10800,low,169866,0.5
10801,fat,169866,0.5
10802,oil,169867,1.5
10803,corn,169867,1.5
10804,canola,169867,1.5
10805,milk,169868,1.5
10806,fluid,169868,1.5
10807,nonfat,169868,1.5
10808,fat,169868,1.5
10809,free,169868,1.5
10810,skim,169868,1.5
10811,peanut,169869,1.5
10812,butter,169869,1.5
10813,reduced,169869,1.5
10814,post,169870,0.5
10815,great,169870,0.5
10816,grains,169870,0.5
10817,banana,169870,0.5
10818,nut,169870,0.5
10819,crunch,169870,0.5
10820,salad,169875,1.5
10821,dressing,169875,1.5
10822,sweet,169875,1.5
10823,sour,169875,1.5
10824,salad,169876,1.5
10825,dressing,169876,1.5
10826,blue,169876,1.5
10827,roquefort,169876,1.5
10828,cheese,169876,1.5
10829,low,169876,1.5
10830,calorie,169876,1.5
10831,salad,169877,1.5
10832,dressing,169877,1.5
10833,caesar,169877,1.5
10834,low,169877,1.5
10835,calorie,169877,1.5
10836,syrups,169878,0.5
10837,sugar,169878,0.5
10838,free,169878,0.5
10839,jellies,169879,0.5
10840,sugar,169879,0.5
10841,saccharin,169879,0.5
10842,any,169879,0.5
10843,hard,169880,0.5
10844,dietetic,169880,0.5
10845,low,169880,0.5
10846,calorie,169880,0.5
10847,sorbitol,169880,0.5
10848,chocolate,169881,0.5
10849,covered,169881,0.5
10850,low,169881,0.5
10851,sugar,169881,0.5
10852,low,169881,0.5
10853,calorie,169881,0.5
10854,chewing,169882,0.5
10855,gum,169882,0.5
10856,sugarless,169882,0.5
10857,vermicelli,169884,1.5
10858,soy,169884,1.5
10859,beans,169885,1.5
10860,liquid,169885,1.5
10861,stewed,169885,1.5
10862,kidney,169885,1.5
10863,beans,169885,1.5
10864,chicken,169886,1.5
10865,meatless,169886,1.5
10866,frankfurter,169887,1.5
10867,meatless,169887,1.5
10868,vegetarian,169888,1.5
10869,meatloaf,169888,1.5
10870,patties,169888,1.5
10871,radishes,169889,1.5
10872,hawaiian,169889,1.5
10873,pickled,169889,1.5
10874,cabbage,169890,1.5
10875,japanese,169890,1.5
10876,pickled,169890,1.5
10877,cabbage,169891,1.5
10878,mustard,169891,1.5
10879,salted,169891,1.5
10880,eggplant,169892,1.5
10881,pickled,169892,1.5
10882,bacon,169893,1.5
10883,bits,169893,1.5
10884,meatless,169893,1.5
10885,butter,169894,1.5
10886,replacement,169894,1.5
10887,fat,169894,1.5
10888,powder,169894,1.5
10889,salad,169895,1.5
10890,dressing,169895,1.5
10891,buttermilk,169895,1.5
10892,lite,169895,1.5
10893,sweeteners,169896,0.5
10894,tabletop,169896,0.5
10895,fructose,169896,0.5
10896,dry,169896,0.5
10897,powder,169896,0.5
10898,beverage,169897,1.5
10899,breakfast,169897,1.5
10900,powder,169897,1.5
10901,chocolate,169897,1.5
10902,sugar,169897,1.5
10903,free,169897,1.5
10904,yogurt,169898,1.5
10905,fruit,169898,1.5
10906,nonfat,169898,1.5
10907,whipped,169899,1.5
10908,cream,169899,1.5
10909,substitute,169899,1.5
10910,dietetic,169899,1.5
10911,powdered,169899,1.5
10912,mix,169899,1.5
10913,novelties,169900,0.5
10914,ice,169900,0.5
10915,cream,169900,0.5
10916,sundae,169900,0.5
10917,prepackaged,169900,0.5
10918,cheese,169901,1.5
10919,american,169901,1.5
10920,cheddar,169901,1.5
10921,imitation,169901,1.5
10922,quail,169902,1.5
10923,total,169902,1.5
10924,edible,169902,1.5
10925,pheasant,169903,1.5
10926,total,169903,1.5
10927,edible,169903,1.5
10928,eggs,169904,1.5
10929,scrambled,169904,1.5
10930,mixture,169904,1.5
10931,dove,169905,1.5
10932,pork,169906,1.5
10933,cured,169906,1.5
10934,ham,169906,1.5
10935,boneless,169906,1.5
10936,low,169906,1.5
10937,roasted,169906,1.5
10938,longans,169907,1.5
10939,dried,169907,1.5
10940,loquats,169908,1.5
10941,mammy,169909,1.5
10942,apple,169909,1.5
10943,mamey,169909,1.5
10944,mangos,169910,1.5
10945,melons,169911,1.5
10946,honeydew,169911,1.5
10947,melon,169912,1.5
10948,balls,169912,1.5
10949,mulberries,169913,1.5
10950,nectarines,169914,1.5
10951,oheloberries,169915,1.5
10952,oranges,169916,1.5
10953,california,169916,1.5
10954,valencias,169916,1.5
10955,oranges,169917,1.5
10956,navels,169917,1.5
10957,oranges,169918,1.5
10958,florida,169918,1.5
10959,oranges,169919,1.5
10960,peel,169919,1.5
10961,orange,169920,1.5
10962,juice,169920,1.5
10963,chilled,169920,1.5
10964,concentrate,169920,1.5
10965,orange,169921,1.5
10966,juice,169921,1.5
10967,concentrate,169921,1.5
10968,diluted,169921,1.5
10969,water,169921,1.5
10970,orange,169922,1.5
10971,juice,169922,1.5
10972,concentrate,169922,1.5
10973,undiluted,169922,1.5
10974,orange,169923,1.5
10975,juice,169923,1.5
10976,concentrate,169923,1.5
10977,undiluted,169923,1.5
10978,tangerines,169924,1.5
10979,mandarin,169924,1.5
10980,oranges,169924,1.5
10981,canned,169924,1.5
10982,light,169924,1.5
10983,syrup,169924,1.5
10984,tangerine,169925,1.5
10985,juice,169925,1.5
10986,papayas,169926,1.5
10987,papaya,169927,1.5
10988,canned,169927,1.5
10989,heavy,169927,1.5
10990,syrup,169927,1.5
10991,drained,169927,1.5
10992,peaches,169928,1.5
10993,yellow,169928,1.5
10994,peaches,169929,1.5
10995,canned,169929,1.5
10996,water,169929,1.5
10997,liquids,169929,1.5
10998,peaches,169930,1.5
10999,canned,169930,1.5
11000,juice,169930,1.5
11001,liquids,169930,1.5
11002,peaches,169931,1.5
11003,canned,169931,1.5
11004,light,169931,1.5
11005,syrup,169931,1.5
11006,liquids,169931,1.5
11007,peaches,169932,1.5
11008,dehydrated,169932,1.5
11009,low,169932,1.5
11010,moisture,169932,1.5
11011,sulfured,169932,1.5
11012,uncooked,169932,1.5
11013,peaches,169933,1.5
11014,dehydrated,169933,1.5
11015,low,169933,1.5
11016,moisture,169933,1.5
11017,sulfured,169933,1.5
11018,stewed,169933,1.5
11019,peaches,169934,1.5
11020,dried,169934,1.5
11021,sulfured,169934,1.5
11022,uncooked,169934,1.5
11023,peaches,169935,1.5
11024,dried,169935,1.5
11025,sulfured,169935,1.5
11026,stewed,169935,1.5
11027,sugar,169935,1.5
11028,pears,169936,1.5
11029,canned,169936,1.5
11030,juice,169936,1.5
11031,liquids,169936,1.5
11032,pears,169937,1.5
11033,canned,169937,1.5
11034,light,169937,1.5
11035,syrup,169937,1.5
11036,liquids,169937,1.5
11037,pears,169938,1.5
11038,canned,169938,1.5
11039,light,169938,1.5
11040,syrup,169938,1.5
11041,liquids,169938,1.5
11042,pears,169939,1.5
11043,canned,169939,1.5
11044,heavy,169939,1.5
11045,syrup,169939,1.5
11046,liquids,169939,1.5
11047,pear,169940,1.5
11048,nectar,169940,1.5
11049,canned,169940,1.5
11050,acid,169940,1.5
11051,persimmons,169941,1.5
11052,japanese,169941,1.5
11053,persimmons,169942,1.5
11054,japanese,169942,1.5
11055,dried,169942,1.5
11056,persimmons,169943,1.5
11057,pineapple,169944,1.5
11058,canned,169944,1.5
11059,heavy,169944,1.5
11060,syrup,169944,1.5
11061,liquids,169944,1.5
11062,pineapple,169945,1.5
11063,canned,169945,1.5
11064,heavy,169945,1.5
11065,syrup,169945,1.5
11066,liquids,169945,1.5
11067,pineapple,169946,1.5
11068,chunks,169946,1.5
11069,sweetened,169946,1.5
11070,pineapple,169947,1.5
11071,juice,169947,1.5
11072,canned,169947,1.5
11073,acid,169947,1.5
11074,pineapple,169948,1.5
11075,juice,169948,1.5
11076,concentrate,169948,1.5
11077,undiluted,169948,1.5
11078,plums,169949,1.5
11079,plums,169950,1.5
11080,canned,169950,1.5
11081,purple,169950,1.5
11082,water,169950,1.5
11083,liquids,169950,1.5
11084,plums,169951,1.5
11085,canned,169951,1.5
11086,purple,169951,1.5
11087,juice,169951,1.5
11088,liquids,169951,1.5
11089,plums,169952,1.5
11090,canned,169952,1.5
11091,purple,169952,1.5
11092,light,169952,1.5
11093,syrup,169952,1.5
11094,liquids,169952,1.5
11095,lima,169953,1.5
11096,beans,169953,1.5
11097,seeds,169953,1.5
11098,fordhook,169953,1.5
11099,lima,169954,1.5
11100,beans,169954,1.5
11101,seeds,169954,1.5
11102,fordhook,169954,1.5
11103,boiled,169954,1.5
11104,drained,169954,1.5
11105,salt,169954,1.5
11106,lima,169955,1.5
11107,beans,169955,1.5
11108,seeds,169955,1.5
11109,baby,169955,1.5
11110,lima,169956,1.5
11111,beans,169956,1.5
11112,seeds,169956,1.5
11113,baby,169956,1.5
11114,boiled,169956,1.5
11115,drained,169956,1.5
11116,salt,169956,1.5
11117,mung,169957,1.5
11118,beans,169957,1.5
11119,seeds,169957,1.5
11120,sprouted,169957,1.5
11121,beans,169958,1.5
11122,pinto,169958,1.5
11123,seeds,169958,1.5
11124,beans,169959,1.5
11125,pinto,169959,1.5
11126,seeds,169959,1.5
11127,boiled,169959,1.5
11128,drained,169959,1.5
11129,salt,169959,1.5
11130,beans,169960,1.5
11131,shellie,169960,1.5
11132,canned,169960,1.5
11133,liquids,169960,1.5
11134,beans,169961,1.5
11135,snap,169961,1.5
11136,green,169961,1.5
11137,beans,169962,1.5
11138,snap,169962,1.5
11139,green,169962,1.5
11140,styles,169962,1.5
11141,beans,169963,1.5
11142,snap,169963,1.5
11143,green,169963,1.5
11144,boiled,169963,1.5
11145,drained,169963,1.5
11146,salt,169963,1.5
11147,beans,169964,1.5
11148,snap,169964,1.5
11149,green,169964,1.5
11150,styles,169964,1.5
11151,microwaved,169964,1.5
11152,beans,169965,1.5
11153,snap,169965,1.5
11154,green,169965,1.5
11155,microwaved,169965,1.5
11156,beets,169966,1.5
11157,canned,169966,1.5
11158,drained,169966,1.5
11159,broccoli,169967,1.5
11160,boiled,169967,1.5
11161,drained,169967,1.5
11162,salt,169967,1.5
11163,broccoli,169968,1.5
11164,chopped,169968,1.5
11165,broccoli,169969,1.5
11166,chopped,169969,1.5
11167,boiled,169969,1.5
11168,drained,169969,1.5
11169,salt,169969,1.5
11170,broccoli,169970,1.5
11171,spears,169970,1.5
11172,brussels,169971,1.5
11173,sprouts,169971,1.5
11174,boiled,169971,1.5
11175,drained,169971,1.5
11176,salt,169971,1.5
11177,brussels,169972,1.5
11178,sprouts,169972,1.5
11179,brussels,169973,1.5
11180,sprouts,169973,1.5
11181,boiled,169973,1.5
11182,drained,169973,1.5
11183,salt,169973,1.5
11184,burdock,169974,1.5
11185,root,169974,1.5
11186,cabbage,169975,1.5
11187,cabbage,169976,1.5
11188,boiled,169976,1.5
11189,drained,169976,1.5
11190,salt,169976,1.5
11191,cabbage,169977,1.5
11192,red,169977,1.5
11193,cabbage,169978,1.5
11194,red,169978,1.5
11195,boiled,169978,1.5
11196,drained,169978,1.5
11197,salt,169978,1.5
11198,cabbage,169979,1.5
11199,chinese,169979,1.5
11200,pe,169979,1.5
11201,tsai,169979,1.5
11202,cabbage,169980,1.5
11203,chinese,169980,1.5
11204,pe,169980,1.5
11205,tsai,169980,1.5
11206,boiled,169980,1.5
11207,drained,169980,1.5
11208,salt,169980,1.5
11209,cardoon,169981,1.5
11210,cardoon,169982,1.5
11211,boiled,169982,1.5
11212,drained,169982,1.5
11213,salt,169982,1.5
11214,carrots,169983,1.5
11215,carrots,169984,1.5
11216,boiled,169984,1.5
11217,drained,169984,1.5
11218,salt,169984,1.5
11219,cassava,169985,1.5
11220,cauliflower,169986,1.5
11221,celeriac,169987,1.5
11222,boiled,169987,1.5
11223,drained,169987,1.5
11224,salt,169987,1.5
11225,celery,169988,1.5
11226,celery,169989,1.5
11227,boiled,169989,1.5
11228,drained,169989,1.5
11229,salt,169989,1.5
11230,celtuce,169990,1.5
11231,chard,169991,1.5
11232,swiss,169991,1.5
11233,chicory,169992,1.5
11234,greens,169992,1.5
11235,chicory,169993,1.5
11236,roots,169993,1.5
11237,chives,169994,1.5
11238,chrysanthemum,169995,1.5
11239,garland,169995,1.5
11240,collards,169996,1.5
11241,chopped,169996,1.5
11242,boiled,169996,1.5
11243,drained,169996,1.5
11244,salt,169996,1.5
11245,coriander,169997,1.5
11246,cilantro,169997,1.5
11247,leaves,169997,1.5
11248,corn,169998,1.5
11249,sweet,169998,1.5
11250,yellow,169998,1.5
11251,corn,169999,1.5
11252,sweet,169999,1.5
11253,yellow,169999,1.5
11254,boiled,169999,1.5
11255,drained,169999,1.5
11256,salt,169999,1.5
11257,onions,170000,1.5
11258,onions,170001,1.5
11259,boiled,170001,1.5
11260,drained,170001,1.5
11261,salt,170001,1.5
11262,onions,170002,1.5
11263,dehydrated,170002,1.5
11264,flakes,170002,1.5
11265,onions,170003,1.5
11266,canned,170003,1.5
11267,liquids,170003,1.5
11268,onions,170004,1.5
11269,yellow,170004,1.5
11270,sauteed,170004,1.5
11271,onions,170005,1.5
11272,spring,170005,1.5
11273,scallions,170005,1.5
11274,onions,170006,1.5
11275,young,170006,1.5
11276,green,170006,1.5
11277,tops,170006,1.5
11278,onions,170007,1.5
11279,welsh,170007,1.5
11280,onions,170008,1.5
11281,sweet,170008,1.5
11282,parsnips,170009,1.5
11283,boiled,170009,1.5
11284,drained,170009,1.5
11285,salt,170009,1.5
11286,peas,170010,1.5
11287,edible,170010,1.5
11288,podded,170010,1.5
11289,peas,170011,1.5
11290,edible,170011,1.5
11291,podded,170011,1.5
11292,boiled,170011,1.5
11293,drained,170011,1.5
11294,salt,170011,1.5
11295,peas,170012,1.5
11296,edible,170012,1.5
11297,podded,170012,1.5
11298,peas,170013,1.5
11299,green,170013,1.5
11300,canned,170013,1.5
11301,drained,170013,1.5
11302,peas,170014,1.5
11303,green,170014,1.5
11304,canned,170014,1.5
11305,seasoned,170014,1.5
11306,liquids,170014,1.5
11307,peas,170015,1.5
11308,green,170015,1.5
11309,canned,170015,1.5
11310,drained,170015,1.5
11311,rinsed,170015,1.5
11312,tap,170015,1.5
11313,water,170015,1.5
11314,peas,170016,1.5
11315,green,170016,1.5
11316,peas,170017,1.5
11317,green,170017,1.5
11318,boiled,170017,1.5
11319,drained,170017,1.5
11320,salt,170017,1.5
11321,peas,170018,1.5
11322,carrots,170018,1.5
11323,boiled,170018,1.5
11324,drained,170018,1.5
11325,salt,170018,1.5
11326,peas,170019,1.5
11327,onions,170019,1.5
11328,canned,170019,1.5
11329,liquids,170019,1.5
11330,peas,170020,1.5
11331,onions,170020,1.5
11332,peas,170021,1.5
11333,onions,170021,1.5
11334,boiled,170021,1.5
11335,drained,170021,1.5
11336,salt,170021,1.5
11337,peppers,170022,1.5
11338,sweet,170022,1.5
11339,green,170022,1.5
11340,chopped,170022,1.5
11341,peppers,170023,1.5
11342,sweet,170023,1.5
11343,green,170023,1.5
11344,chopped,170023,1.5
11345,boiled,170023,1.5
11346,drained,170023,1.5
11347,salt,170023,1.5
11348,peppers,170024,1.5
11349,sweet,170024,1.5
11350,green,170024,1.5
11351,sauteed,170024,1.5
11352,pigeonpeas,170025,1.5
11353,seeds,170025,1.5
11354,potatoes,170026,1.5
11355,flesh,170026,1.5
11356,skin,170026,1.5
11357,potatoes,170027,1.5
11358,russet,170027,1.5
11359,flesh,170027,1.5
11360,skin,170027,1.5
11361,potatoes,170028,1.5
11362,white,170028,1.5
11363,flesh,170028,1.5
11364,skin,170028,1.5
11365,potatoes,170029,1.5
11366,red,170029,1.5
11367,flesh,170029,1.5
11368,skin,170029,1.5
11369,potatoes,170030,1.5
11370,russet,170030,1.5
11371,flesh,170030,1.5
11372,skin,170030,1.5
11373,baked,170030,1.5
11374,potatoes,170031,1.5
11375,roasted,170031,1.5
11376,salt,170031,1.5
11377,processing,170031,1.5
11378,potatoes,170032,1.5
11379,skin,170032,1.5
11380,potatoes,170033,1.5
11381,baked,170033,1.5
11382,flesh,170033,1.5
11383,salt,170033,1.5
11384,potatoes,170034,1.5
11385,baked,170034,1.5
11386,skin,170034,1.5
11387,salt,170034,1.5
11388,potatoes,170035,1.5
11389,microwaved,170035,1.5
11390,skin,170035,1.5
11391,skin,170035,1.5
11392,salt,170035,1.5
11393,potatoes,170036,1.5
11394,hash,170036,1.5
11395,brown,170036,1.5
11396,potatoes,170037,1.5
11397,mashed,170037,1.5
11398,milk,170037,1.5
11399,margarine,170037,1.5
11400,potatoes,170038,1.5
11401,scalloped,170038,1.5
11402,butter,170038,1.5
11403,potatoes,170039,1.5
11404,mashed,170039,1.5
11405,dehydrated,170039,1.5
11406,granules,170039,1.5
11407,milk,170039,1.5
11408,dry,170039,1.5
11409,form,170039,1.5
11410,potatoes,170040,1.5
11411,mashed,170040,1.5
11412,dehydrated,170040,1.5
11413,granules,170040,1.5
11414,milk,170040,1.5
11415,milk,170040,1.5
11416,butter,170040,1.5
11417,potatoes,170041,1.5
11418,mashed,170041,1.5
11419,dehydrated,170041,1.5
11420,granules,170041,1.5
11421,milk,170041,1.5
11422,dry,170041,1.5
11423,form,170041,1.5
11424,potatoes,170042,1.5
11425,mashed,170042,1.5
11426,dehydrated,170042,1.5
11427,granules,170042,1.5
11428,milk,170042,1.5
11429,water,170042,1.5
11430,margarine,170042,1.5
11431,potatoes,170043,1.5
11432,hash,170043,1.5
11433,brown,170043,1.5
11434,plain,170043,1.5
11435,potatoes,170044,1.5
11436,hash,170044,1.5
11437,brown,170044,1.5
11438,plain,170044,1.5
11439,pan,170044,1.5
11440,fried,170044,1.5
11441,canola,170044,1.5
11442,oil,170044,1.5
11443,potatoes,170045,1.5
11444,hash,170045,1.5
11445,brown,170045,1.5
11446,butter,170045,1.5
11447,sauce,170045,1.5
11448,potatoes,170046,1.5
11449,hash,170046,1.5
11450,brown,170046,1.5
11451,butter,170046,1.5
11452,sauce,170046,1.5
11453,potato,170047,1.5
11454,puffs,170047,1.5
11455,potato,170048,1.5
11456,puffs,170048,1.5
11457,oven,170048,1.5
11458,potatoes,170049,1.5
11459,boiled,170049,1.5
11460,drained,170049,1.5
11461,salt,170049,1.5
11462,tomatoes,170050,1.5
11463,red,170050,1.5
11464,ripe,170050,1.5
11465,tomatoes,170051,1.5
11466,red,170051,1.5
11467,ripe,170051,1.5
11468,canned,170051,1.5
11469,packed,170051,1.5
11470,tomato,170051,1.5
11471,juice,170051,1.5
11472,tomatoes,170052,1.5
11473,red,170052,1.5
11474,ripe,170052,1.5
11475,canned,170052,1.5
11476,stewed,170052,1.5
11477,tomatoes,170053,1.5
11478,red,170053,1.5
11479,ripe,170053,1.5
11480,canned,170053,1.5
11481,green,170053,1.5
11482,chilies,170053,1.5
11483,tomato,170054,1.5
11484,products,170054,1.5
11485,canned,170054,1.5
11486,sauce,170054,1.5
11487,tomato,170055,1.5
11488,products,170055,1.5
11489,canned,170055,1.5
11490,sauce,170055,1.5
11491,mushrooms,170055,1.5
11492,tomato,170056,1.5
11493,products,170056,1.5
11494,canned,170056,1.5
11495,sauce,170056,1.5
11496,onions,170056,1.5
11497,tomato,170057,1.5
11498,products,170057,1.5
11499,canned,170057,1.5
11500,sauce,170057,1.5
11501,herbs,170057,1.5
11502,cheese,170057,1.5
11503,turnips,170058,1.5
11504,boiled,170058,1.5
11505,drained,170058,1.5
11506,salt,170058,1.5
11507,turnips,170059,1.5
11508,turnips,170060,1.5
11509,boiled,170060,1.5
11510,drained,170060,1.5
11511,salt,170060,1.5
11512,turnip,170061,1.5
11513,greens,170061,1.5
11514,turnip,170062,1.5
11515,greens,170062,1.5
11516,turnips,170062,1.5
11517,boiled,170062,1.5
11518,drained,170062,1.5
11519,salt,170062,1.5
11520,vegetable,170063,1.5
11521,juice,170063,1.5
11522,cocktail,170063,1.5
11523,canned,170063,1.5
11524,canned,170064,1.5
11525,liquids,170064,1.5
11526,canned,170065,1.5
11527,drained,170065,1.5
11528,waterchestnuts,170066,1.5
11529,chinese,170066,1.5
11530,matai,170066,1.5
11531,waterchestnuts,170067,1.5
11532,chinese,170067,1.5
11533,canned,170067,1.5
11534,liquids,170067,1.5
11535,watercress,170068,1.5
11536,waxgourd,170069,1.5
11537,chinese,170069,1.5
11538,preserving,170069,1.5
11539,melon,170069,1.5
11540,winged,170070,1.5
11541,bean,170070,1.5
11542,tuber,170070,1.5
11543,yam,170071,1.5
11544,yam,170072,1.5
11545,boiled,170072,1.5
11546,drained,170072,1.5
11547,baked,170072,1.5
11548,salt,170072,1.5
11549,yambean,170073,1.5
11550,jicama,170073,1.5
11551,yambean,170074,1.5
11552,jicama,170074,1.5
11553,boiled,170074,1.5
11554,drained,170074,1.5
11555,salt,170074,1.5
11556,chives,170075,1.5
11557,freeze,170075,1.5
11558,dried,170075,1.5
11559,dock,170076,1.5
11560,dock,170077,1.5
11561,boiled,170077,1.5
11562,drained,170077,1.5
11563,salt,170077,1.5
11564,eppaw,170078,1.5
11565,beans,170079,1.5
11566,mung,170079,1.5
11567,seeds,170079,1.5
11568,sprouted,170079,1.5
11569,canned,170079,1.5
11570,drained,170079,1.5
11571,peppers,170080,1.5
11572,jalapeno,170080,1.5
11573,canned,170080,1.5
11574,liquids,170080,1.5
11575,radishes,170081,1.5
11576,white,170081,1.5
11577,icicle,170081,1.5
11578,shallots,170082,1.5
11579,freeze,170082,1.5
11580,dried,170082,1.5
11581,sweet,170083,1.5
11582,potato,170083,1.5
11583,canned,170083,1.5
11584,syrup,170083,1.5
11585,liquids,170083,1.5
11586,sweet,170084,1.5
11587,potato,170084,1.5
11588,canned,170084,1.5
11589,syrup,170084,1.5
11590,drained,170084,1.5
11591,tomato,170085,1.5
11592,products,170085,1.5
11593,canned,170085,1.5
11594,sauce,170085,1.5
11595,spanish,170085,1.5
11596,beans,170086,1.5
11597,pinto,170086,1.5
11598,seeds,170086,1.5
11599,sprouted,170086,1.5
11600,beans,170087,1.5
11601,pinto,170087,1.5
11602,seeds,170087,1.5
11603,sprouted,170087,1.5
11604,boiled,170087,1.5
11605,drained,170087,1.5
11606,salt,170087,1.5
11607,sweet,170088,1.5
11608,potato,170088,1.5
11609,candied,170088,1.5
11610,tomatoes,170089,1.5
11611,red,170089,1.5
11612,ripe,170089,1.5
11613,stewed,170089,1.5
11614,seaweed,170090,1.5
11615,agar,170090,1.5
11616,dried,170090,1.5
11617,seaweed,170091,1.5
11618,spirulina,170091,1.5
11619,potato,170092,1.5
11620,pancakes,170092,1.5
11621,potatoes,170093,1.5
11622,baked,170093,1.5
11623,flesh,170093,1.5
11624,skin,170093,1.5
11625,salt,170093,1.5
11626,potatoes,170094,1.5
11627,microwaved,170094,1.5
11628,skin,170094,1.5
11629,flesh,170094,1.5
11630,skin,170094,1.5
11631,salt,170094,1.5
11632,radish,170095,1.5
11633,seeds,170095,1.5
11634,sprouted,170095,1.5
11635,tomatoes,170096,1.5
11636,yellow,170096,1.5
11637,mushrooms,170097,1.5
11638,shiitake,170097,1.5
11639,salt,170097,1.5
11640,okra,170098,1.5
11641,boiled,170098,1.5
11642,drained,170098,1.5
11643,salt,170098,1.5
11644,okra,170099,1.5
11645,boiled,170099,1.5
11646,drained,170099,1.5
11647,salt,170099,1.5
11648,onions,170100,1.5
11649,boiled,170100,1.5
11650,drained,170100,1.5
11651,salt,170100,1.5
11652,onions,170101,1.5
11653,chopped,170101,1.5
11654,boiled,170101,1.5
11655,drained,170101,1.5
11656,salt,170101,1.5
11657,peas,170102,1.5
11658,green,170102,1.5
11659,boiled,170102,1.5
11660,drained,170102,1.5
11661,salt,170102,1.5
11662,peas,170103,1.5
11663,green,170103,1.5
11664,canned,170103,1.5
11665,salt,170103,1.5
11666,liquids,170103,1.5
11667,peas,170104,1.5
11668,green,170104,1.5
11669,canned,170104,1.5
11670,salt,170104,1.5
11671,drained,170104,1.5
11672,peas,170105,1.5
11673,green,170105,1.5
11674,boiled,170105,1.5
11675,drained,170105,1.5
11676,salt,170105,1.5
11677,peppers,170106,1.5
11678,hot,170106,1.5
11679,chili,170106,1.5
11680,red,170106,1.5
11681,peppers,170107,1.5
11682,hot,170107,1.5
11683,chili,170107,1.5
11684,red,170107,1.5
11685,canned,170107,1.5
11686,excluding,170107,1.5
11687,seeds,170107,1.5
11688,liquids,170107,1.5
11689,peppers,170108,1.5
11690,sweet,170108,1.5
11691,red,170108,1.5
11692,peppers,170109,1.5
11693,sweet,170109,1.5
11694,green,170109,1.5
11695,boiled,170109,1.5
11696,drained,170109,1.5
11697,salt,170109,1.5
11698,peppers,170110,1.5
11699,sweet,170110,1.5
11700,red,170110,1.5
11701,boiled,170110,1.5
11702,drained,170110,1.5
11703,salt,170110,1.5
11704,potatoes,170111,1.5
11705,baked,170111,1.5
11706,flesh,170111,1.5
11707,skin,170111,1.5
11708,salt,170111,1.5
11709,potatoes,170112,1.5
11710,baked,170112,1.5
11711,flesh,170112,1.5
11712,salt,170112,1.5
11713,potatoes,170113,1.5
11714,baked,170113,1.5
11715,skin,170113,1.5
11716,salt,170113,1.5
11717,potatoes,170114,1.5
11718,boiled,170114,1.5
11719,skin,170114,1.5
11720,flesh,170114,1.5
11721,salt,170114,1.5
11722,potatoes,170115,1.5
11723,microwaved,170115,1.5
11724,skin,170115,1.5
11725,skin,170115,1.5
11726,salt,170115,1.5
11727,potatoes,170116,1.5
11728,boiled,170116,1.5
11729,drained,170116,1.5
11730,salt,170116,1.5
11731,potatoes,170117,1.5
11732,french,170117,1.5
11733,fried,170117,1.5
11734,par,170117,1.5
11735,fried,170117,1.5
11736,cottage,170117,1.5
11737,oven,170117,1.5
11738,salt,170117,1.5
11739,potatoes,170118,1.5
11740,french,170118,1.5
11741,fried,170118,1.5
11742,types,170118,1.5
11743,salt,170118,1.5
11744,processing,170118,1.5
11745,oven,170118,1.5
11746,pumpkin,170119,1.5
11747,flowers,170119,1.5
11748,boiled,170119,1.5
11749,drained,170119,1.5
11750,salt,170119,1.5
11751,pumpkin,170120,1.5
11752,leaves,170120,1.5
11753,boiled,170120,1.5
11754,drained,170120,1.5
11755,salt,170120,1.5
11756,purslane,170121,1.5
11757,boiled,170121,1.5
11758,drained,170121,1.5
11759,salt,170121,1.5
11760,radishes,170122,1.5
11761,oriental,170122,1.5
11762,boiled,170122,1.5
11763,drained,170122,1.5
11764,salt,170122,1.5
11765,spinach,170123,1.5
11766,canned,170123,1.5
11767,salt,170123,1.5
11768,liquids,170123,1.5
11769,spinach,170124,1.5
11770,chopped,170124,1.5
11771,leaf,170124,1.5
11772,boiled,170124,1.5
11773,drained,170124,1.5
11774,salt,170124,1.5
11775,squash,170125,1.5
11776,summer,170125,1.5
11777,varieties,170125,1.5
11778,boiled,170125,1.5
11779,drained,170125,1.5
11780,salt,170125,1.5
11781,squash,170126,1.5
11782,summer,170126,1.5
11783,crookneck,170126,1.5
11784,straightneck,170126,1.5
11785,boiled,170126,1.5
11786,drained,170126,1.5
11787,salt,170126,1.5
11788,squash,170127,1.5
11789,winter,170127,1.5
11790,varieties,170127,1.5
11791,baked,170127,1.5
11792,salt,170127,1.5
11793,squash,170128,1.5
11794,winter,170128,1.5
11795,acorn,170128,1.5
11796,baked,170128,1.5
11797,salt,170128,1.5
11798,squash,170129,1.5
11799,winter,170129,1.5
11800,acorn,170129,1.5
11801,boiled,170129,1.5
11802,mashed,170129,1.5
11803,salt,170129,1.5
